Transfer Size (MB),CPU0 to GPU0 (prefetch),CPU0 to GPU1 (prefetch),CPU0 to GPU2 (prefetch),CPU0 to GPU3 (prefetch),CPU8 to GPU0 (prefetch),CPU8 to GPU1 (prefetch),CPU8 to GPU2 (prefetch),CPU8 to GPU3 (prefetch),GPU0 to CPU0 (prefetch),GPU0 to CPU8 (prefetch),GPU0 to GPU1 (prefetch),GPU0 to GPU2 (prefetch),GPU0 to GPU3 (prefetch),GPU1 to CPU0 (prefetch),GPU1 to CPU8 (prefetch),GPU1 to GPU0 (prefetch),GPU1 to GPU2 (prefetch),GPU1 to GPU3 (prefetch),GPU2 to CPU0 (prefetch),GPU2 to CPU8 (prefetch),GPU2 to GPU0 (prefetch),GPU2 to GPU1 (prefetch),GPU2 to GPU3 (prefetch),GPU3 to CPU0 (prefetch),GPU3 to CPU8 (prefetch),GPU3 to GPU0 (prefetch),GPU3 to GPU1 (prefetch),GPU3 to GPU2 (prefetch),
0.062500,143.53,142.39,142.55,142.74,114.73,113.37,114.49,112.54,238.11,235.23,229.09,227.59,224.42,269.29,265.15,260.58,255.44,252.07,273.98,270.03,260.83,257.41,251.86,113.91,112.66,109.38,110.35,109.31
0.093750,194.70,193.98,196.31,193.36,157.99,155.47,154.85,154.28,327.59,322.44,321.44,315.33,314.52,366.56,359.65,362.65,356.46,352.11,375.56,371.77,364.45,356.42,352.83,153.74,151.74,151.52,148.51,148.44
0.125000,235.93,237.02,234.68,231.34,190.23,189.30,189.04,186.60,406.69,400.80,400.38,394.88,391.67,453.90,447.59,447.14,442.90,435.26,464.61,458.20,448.22,443.14,436.46,189.48,185.45,183.12,183.66,181.55
0.187500,330.47,326.97,325.55,325.83,263.20,264.13,260.46,259.62,560.19,552.82,558.48,552.45,549.07,622.69,616.79,629.43,617.48,597.12,648.13,636.58,620.38,615.87,612.47,257.95,256.35,257.49,252.98,253.56
0.250000,402.52,397.30,398.49,393.35,328.48,324.56,322.95,320.06,691.91,687.20,702.97,697.61,688.48,768.86,759.45,769.10,769.13,744.81,799.68,787.26,780.88,772.78,757.88,321.37,317.06,318.77,317.05,312.08
0.375000,555.82,549.05,546.44,554.49,453.73,449.63,449.49,445.97,961.49,954.15,998.04,986.81,982.04,1043.50,1034.96,1094.39,1084.94,1046.48,1103.41,1095.12,1099.88,1069.00,1059.21,443.72,441.90,439.62,439.28,436.45
0.500000,684.44,695.99,685.21,681.25,565.66,561.93,557.57,558.49,1185.33,1184.23,1265.58,1247.96,1240.84,1279.20,1271.38,1374.15,1367.25,1348.45,1376.60,1361.33,1380.05,1369.36,1355.70,554.39,552.68,555.94,552.28,548.86
0.750000,972.46,966.49,960.22,968.34,793.04,788.71,790.79,783.95,1611.45,1598.09,1789.22,1765.80,1764.36,1740.44,1722.76,1929.49,1926.44,1901.73,1902.20,1880.45,1931.37,1937.48,1915.98,776.55,775.47,788.28,778.01,779.38
1.000000,1223.07,1236.54,1215.44,1216.19,1004.15,1001.57,990.92,987.73,1966.03,1958.50,2262.81,2258.75,2242.63,2125.80,2098.68,2445.27,2442.35,2428.78,2358.50,2335.09,2477.44,2416.08,2420.50,975.69,969.05,996.38,991.76,981.79
1.500000,1727.15,1723.82,1718.45,1687.68,1414.08,1405.88,1407.55,1396.99,2646.18,2615.45,3277.56,3234.60,3238.45,2773.00,2769.09,3511.38,3463.49,3460.07,3207.40,3187.66,3512.17,3459.31,3449.55,1352.28,1356.55,1413.94,1410.59,1400.81
2.000000,2192.18,2189.74,2197.06,2181.31,1786.24,1778.15,1773.43,1763.55,3171.36,3144.90,4253.75,4209.59,4192.09,3326.36,3721.29,5479.09,5428.93,5409.25,4646.74,4647.25,5445.58,5448.05,5363.17,2017.70,2036.33,2192.14,2180.25,2148.85
3.000000,3010.07,3015.70,3054.59,2994.43,2967.44,2999.20,2980.71,2932.01,4756.90,4703.76,7102.47,7042.93,7007.12,4887.99,4859.65,7636.27,7424.99,7435.63,6425.39,6413.39,7534.75,7505.95,7367.79,2862.32,2872.90,3077.06,3064.88,3021.12
4.000000,3848.80,3862.14,3793.37,3834.18,3805.10,3771.28,3725.51,3708.90,5449.98,5403.87,9176.71,9101.52,9146.64,5680.59,5638.46,9714.56,9718.01,9647.55,7725.12,7708.33,9711.78,9733.28,9580.33,3522.01,3502.19,3857.03,3835.06,3834.18
6.000000,5297.05,5277.70,5211.69,5232.29,5167.37,5213.55,5126.21,5107.99,6697.27,6686.50,13179.17,13043.31,12674.51,6904.37,6804.33,13694.88,13854.67,13552.89,10213.01,10107.63,13799.83,13512.60,13751.50,4829.50,4898.41,5489.26,5461.06,5488.06
8.000000,6576.22,6586.54,6560.06,6505.87,6487.12,6463.61,6460.80,6371.37,7754.15,7567.97,16606.09,16439.16,16198.89,8041.68,7761.06,17050.95,16888.79,16929.50,12293.98,12138.92,17056.95,17240.52,17006.77,6010.12,5970.60,6976.19,6950.97,6923.84
12.000000,8961.50,8905.64,8939.39,8978.16,8756.20,8922.17,8772.69,8828.33,10461.14,10448.92,22945.38,21367.67,21414.50,10838.05,10559.26,24497.30,21465.37,21454.12,17095.97,16738.55,21796.27,21751.31,23787.34,8648.82,8602.96,10034.79,9951.47,9983.34
16.000000,11007.62,11066.75,10984.93,11001.71,10833.35,10735.09,10776.03,10750.67,13052.74,13010.21,28554.35,22880.19,22866.84,13336.46,13100.06,29857.04,23012.84,22970.25,21054.43,20818.97,23231.23,23155.28,29604.79,10661.02,10694.87,12640.01,12468.16,12356.06
24.000000,14724.51,14542.75,14573.36,14419.31,14279.85,14293.91,14042.71,14308.32,15906.50,15903.36,39305.09,24627.69,24599.46,16567.97,16134.68,40861.84,24676.00,24646.70,26454.18,25882.99,24919.94,24838.91,41344.67,14288.51,14186.36,17690.62,17519.37,17823.41
32.000000,17415.43,17292.22,17288.24,17218.96,16931.00,16953.38,16896.47,16995.35,17904.01,17820.62,46877.79,25603.75,25656.69,18386.84,18166.05,47328.81,25628.91,25607.42,29905.09,29537.71,25875.23,25866.99,47477.46,16948.61,17070.44,22003.20,21923.80,22044.94
48.000000,22054.48,21840.44,21690.75,21933.82,21512.62,21258.62,21275.09,21279.04,20776.00,20623.69,50887.67,26633.27,26688.28,21441.30,21290.26,50953.14,26702.57,26668.46,35932.93,35262.07,26929.62,26916.74,51301.78,22069.29,22035.61,23889.95,23876.62,30778.17
64.000000,25219.08,25194.49,25154.44,25245.13,24681.05,24633.18,24448.06,24515.92,22815.90,22640.01,53040.15,27330.02,27425.30,23091.34,22945.85,53382.22,27293.82,27191.32,39601.61,39039.48,27567.12,27510.68,53453.65,25653.11,25700.29,25062.40,25011.18,37889.53
96.000000,30062.45,30231.27,30019.14,29920.04,29581.51,29595.79,29565.00,29443.72,25244.62,25219.00,55667.89,28064.03,28085.74,25208.35,25487.86,55854.58,27999.89,27896.68,44342.93,44365.51,28384.96,28313.33,55877.24,31475.61,31418.39,26413.89,26365.67,49451.17
128.000000,33581.50,33779.60,31375.62,31314.02,31337.72,31382.24,32850.23,32975.03,27158.84,27106.80,57512.43,28501.19,28530.56,27125.58,27060.53,57556.42,28340.58,28261.43,47387.89,47320.02,28763.24,28834.12,57142.96,35445.48,35508.26,27148.74,27176.22,51810.77
192.000000,38300.33,38256.23,34321.76,34200.11,33082.37,33098.43,37296.29,37362.67,28869.88,28879.33,59210.08,28915.07,28920.65,28584.04,28453.17,59469.97,28688.76,28662.94,51273.66,51196.27,29161.83,29206.73,58932.24,41051.35,40887.51,27935.42,27958.94,54702.23
256.000000,41210.56,41388.49,35050.91,34966.92,35198.82,35206.23,40140.42,40103.01,29841.87,29762.31,60065.82,29231.16,29125.61,29430.00,29359.71,60218.06,28965.39,28851.22,54384.40,54237.23,29415.72,29470.77,60067.18,44384.14,44233.39,28382.67,28426.96,56763.95
384.000000,44874.82,44789.98,36020.52,35969.22,35993.00,36003.41,43597.71,43451.07,30727.30,30815.07,60966.33,29627.19,29672.10,30428.21,30380.29,61022.96,29293.13,29357.38,57150.17,57108.32,29615.10,29686.62,60906.84,48873.68,49893.40,28837.63,28900.20,58576.53
512.000000,47136.62,47199.05,36318.50,35905.58,35842.12,35844.62,45490.51,45808.69,31327.81,31334.26,61389.14,29754.28,29799.27,30891.84,30970.92,61452.47,29400.71,29457.13,58502.46,58419.66,29742.01,29780.89,61458.46,52229.38,52236.14,29059.57,29106.60,59571.42
768.000000,49698.84,49777.08,36848.80,36495.08,36465.69,36463.91,48040.06,47858.55,31836.26,31838.06,61878.37,29851.39,29908.51,31483.33,31420.71,61934.87,29509.09,29582.72,59939.65,59947.98,29839.73,29892.85,61940.47,55427.32,55492.89,29311.05,29354.04,60604.82
1024.000000,50894.90,50998.91,36796.21,36800.17,36781.64,36761.50,49052.77,49337.10,32155.30,32142.98,62117.00,29902.72,29968.07,31720.37,31712.53,62156.70,29560.62,29624.60,60729.69,60697.23,29888.49,29954.06,62181.50,56900.91,57007.35,29435.15,29494.80,61129.49
1536.000000,52754.05,52492.91,37079.73,37129.62,37085.08,37094.20,50780.62,50500.46,32417.57,32431.13,62377.34,29969.29,30026.83,31957.21,31945.71,62413.33,29625.56,29675.57,61532.91,61512.27,29951.04,30005.37,62421.63,58862.66,58953.43,29576.88,29622.11,61716.00
2048.000000,53244.67,53188.00,37288.47,37298.90,37224.15,37249.75,51252.79,51319.63,32528.19,32520.64,62531.27,30000.51,30057.07,32044.06,32026.23,62565.01,29648.47,29709.00,61937.72,61901.75,29981.43,30032.42,62550.82,59894.66,59861.77,29633.27,29684.41,61983.32
3072.000000,54176.74,54237.41,37433.69,37368.76,37399.11,37342.65,51937.40,52017.51,32649.21,32484.05,62639.02,29911.87,29970.33,32152.00,31970.36,62644.02,29618.00,29681.17,62378.16,62320.13,29499.55,30024.34,62646.75,60897.70,60950.60,29488.09,29724.45,62257.46
4096.000000,54720.23,54707.78,37415.93,37442.24,37431.87,37414.45,52423.51,52372.11,31428.91,31310.82,62548.49,29935.64,29990.56,32124.22,30902.19,62660.46,29589.41,29649.89,62080.60,60753.44,29502.09,29497.90,62701.77,61488.61,60473.52,29242.17,29311.89,62381.90
6144.000000,54518.81,54559.32,37526.61,37533.34,37521.14,37529.37,52174.50,52193.01,32802.13,32798.47,62779.51,29993.49,30053.54,32285.15,32287.27,62799.87,29632.30,29698.27,59527.55,59156.04,29497.92,29536.43,62793.62,59486.48,59077.19,29270.32,29323.19,62583.93
8192.000000,54432.67,54306.19,37554.10,37547.73,37565.99,37577.01,51938.65,52085.93,32854.48,32845.47,62881.15,30048.77,30103.30,32338.08,32327.31,62887.25,29680.29,29744.32,62821.54,62838.92,29727.91,29750.11,62889.56,62221.75,62198.49,29436.70,29546.05,62719.12
12288.000000,54194.36,54420.27,37619.58,37606.06,37569.14,37600.90,52359.71,52333.60,32896.88,32903.62,62975.12,30084.80,30144.02,32374.10,32368.24,62977.01,29715.95,29787.78,55246.35,55246.25,29872.59,29919.71,62982.00,54748.73,54748.52,29529.02,29652.39,62871.23
